plate_number,starting_price,min_increment,current_offer,offers_number,time_to_go_label,time_to_go_seconds,listing_type,source_file,scraped_at,scraped_date
TI 14407,,,900,1,14.06.2026,0,auction,carie_auktion_side_20260605_192752.csv,2026-06-05 19:27:52,2026-06-05
TI 281,,,11500,8,10.06.2026,0,auction,carie_auktion_side_20260605_192752.csv,2026-06-05 19:27:52,2026-06-05
TI 322225,,,600,0,10.06.2026,0,auction,carie_auktion_side_20260605_192752.csv,2026-06-05 19:27:52,2026-06-05
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260605_192752.csv,2026-06-05 19:27:52,2026-06-05
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260605_192752.csv,2026-06-05 19:27:52,2026-06-05
TI 52031,350,,,,N/A,,fixed_price,carie_auktion_side_20260605_192752.csv,2026-06-05 19:27:52,2026-06-05
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260605_192752.csv,2026-06-05 19:27:52,2026-06-05
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260605_192752.csv,2026-06-05 19:27:52,2026-06-05
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260605_192752.csv,2026-06-05 19:27:52,2026-06-05
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260605_192752.csv,2026-06-05 19:27:52,2026-06-05
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260605_192752.csv,2026-06-05 19:27:52,2026-06-05
TI 99952,,,600,1,14.06.2026,0,auction,carie_auktion_side_20260605_192752.csv,2026-06-05 19:27:52,2026-06-05
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260606_190152.csv,2026-06-06 19:01:52,2026-06-06
TI 14407,,,900,1,14.06.2026,0,auction,carie_auktion_side_20260606_190152.csv,2026-06-06 19:01:52,2026-06-06
TI 281,,,11500,8,10.06.2026,0,auction,carie_auktion_side_20260606_190152.csv,2026-06-06 19:01:52,2026-06-06
TI 322225,,,600,0,10.06.2026,0,auction,carie_auktion_side_20260606_190152.csv,2026-06-06 19:01:52,2026-06-06
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260606_190152.csv,2026-06-06 19:01:52,2026-06-06
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260606_190152.csv,2026-06-06 19:01:52,2026-06-06
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260606_190152.csv,2026-06-06 19:01:52,2026-06-06
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260606_190152.csv,2026-06-06 19:01:52,2026-06-06
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260606_190152.csv,2026-06-06 19:01:52,2026-06-06
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260606_190152.csv,2026-06-06 19:01:52,2026-06-06
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260606_190152.csv,2026-06-06 19:01:52,2026-06-06
TI 99952,,,600,1,14.06.2026,0,auction,carie_auktion_side_20260606_190152.csv,2026-06-06 19:01:52,2026-06-06
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260607_190258.csv,2026-06-07 19:02:58,2026-06-07
TI 14407,,,900,1,14.06.2026,0,auction,carie_auktion_side_20260607_190258.csv,2026-06-07 19:02:58,2026-06-07
TI 281,,,11500,8,10.06.2026,0,auction,carie_auktion_side_20260607_190258.csv,2026-06-07 19:02:58,2026-06-07
TI 322225,,,600,1,10.06.2026,0,auction,carie_auktion_side_20260607_190258.csv,2026-06-07 19:02:58,2026-06-07
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260607_190258.csv,2026-06-07 19:02:58,2026-06-07
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260607_190258.csv,2026-06-07 19:02:58,2026-06-07
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260607_190258.csv,2026-06-07 19:02:58,2026-06-07
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260607_190258.csv,2026-06-07 19:02:58,2026-06-07
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260607_190258.csv,2026-06-07 19:02:58,2026-06-07
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260607_190258.csv,2026-06-07 19:02:58,2026-06-07
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260607_190258.csv,2026-06-07 19:02:58,2026-06-07
TI 99952,,,600,1,14.06.2026,0,auction,carie_auktion_side_20260607_190258.csv,2026-06-07 19:02:58,2026-06-07
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260608_195758.csv,2026-06-08 19:57:58,2026-06-08
TI 14407,,,900,1,14.06.2026,0,auction,carie_auktion_side_20260608_195758.csv,2026-06-08 19:57:58,2026-06-08
TI 281,,,12000,9,10.06.2026,0,auction,carie_auktion_side_20260608_195758.csv,2026-06-08 19:57:58,2026-06-08
TI 322225,,,600,1,10.06.2026,0,auction,carie_auktion_side_20260608_195758.csv,2026-06-08 19:57:58,2026-06-08
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260608_195758.csv,2026-06-08 19:57:58,2026-06-08
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260608_195758.csv,2026-06-08 19:57:58,2026-06-08
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260608_195758.csv,2026-06-08 19:57:58,2026-06-08
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260608_195758.csv,2026-06-08 19:57:58,2026-06-08
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260608_195758.csv,2026-06-08 19:57:58,2026-06-08
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260608_195758.csv,2026-06-08 19:57:58,2026-06-08
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260608_195758.csv,2026-06-08 19:57:58,2026-06-08
TI 99952,,,650,2,14.06.2026,0,auction,carie_auktion_side_20260608_195758.csv,2026-06-08 19:57:58,2026-06-08
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260609_195330.csv,2026-06-09 19:53:30,2026-06-09
TI 14407,,,900,1,14.06.2026,0,auction,carie_auktion_side_20260609_195330.csv,2026-06-09 19:53:30,2026-06-09
TI 281,,,12000,9,10.06.2026,0,auction,carie_auktion_side_20260609_195330.csv,2026-06-09 19:53:30,2026-06-09
TI 322225,,,600,1,10.06.2026,0,auction,carie_auktion_side_20260609_195330.csv,2026-06-09 19:53:30,2026-06-09
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260609_195330.csv,2026-06-09 19:53:30,2026-06-09
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260609_195330.csv,2026-06-09 19:53:30,2026-06-09
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260609_195330.csv,2026-06-09 19:53:30,2026-06-09
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260609_195330.csv,2026-06-09 19:53:30,2026-06-09
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260609_195330.csv,2026-06-09 19:53:30,2026-06-09
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260609_195330.csv,2026-06-09 19:53:30,2026-06-09
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260609_195330.csv,2026-06-09 19:53:30,2026-06-09
TI 99952,,,650,2,14.06.2026,0,auction,carie_auktion_side_20260609_195330.csv,2026-06-09 19:53:30,2026-06-09
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260610_200612.csv,2026-06-10 20:06:12,2026-06-10
TI 116166,,,600,0,21.06.2026,0,auction,carie_auktion_side_20260610_200612.csv,2026-06-10 20:06:12,2026-06-10
TI 14407,,,900,1,14.06.2026,0,auction,carie_auktion_side_20260610_200612.csv,2026-06-10 20:06:12,2026-06-10
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260610_200612.csv,2026-06-10 20:06:12,2026-06-10
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260610_200612.csv,2026-06-10 20:06:12,2026-06-10
TI 498,,,6000,1,21.06.2026,0,auction,carie_auktion_side_20260610_200612.csv,2026-06-10 20:06:12,2026-06-10
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260610_200612.csv,2026-06-10 20:06:12,2026-06-10
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260610_200612.csv,2026-06-10 20:06:12,2026-06-10
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260610_200612.csv,2026-06-10 20:06:12,2026-06-10
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260610_200612.csv,2026-06-10 20:06:12,2026-06-10
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260610_200612.csv,2026-06-10 20:06:12,2026-06-10
TI 99952,,,650,2,14.06.2026,0,auction,carie_auktion_side_20260610_200612.csv,2026-06-10 20:06:12,2026-06-10
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260611_200723.csv,2026-06-11 20:07:23,2026-06-11
TI 116166,,,600,0,21.06.2026,0,auction,carie_auktion_side_20260611_200723.csv,2026-06-11 20:07:23,2026-06-11
TI 14407,,,950,2,14.06.2026,0,auction,carie_auktion_side_20260611_200723.csv,2026-06-11 20:07:23,2026-06-11
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260611_200723.csv,2026-06-11 20:07:23,2026-06-11
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260611_200723.csv,2026-06-11 20:07:23,2026-06-11
TI 498,,,9000,4,21.06.2026,0,auction,carie_auktion_side_20260611_200723.csv,2026-06-11 20:07:23,2026-06-11
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260611_200723.csv,2026-06-11 20:07:23,2026-06-11
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260611_200723.csv,2026-06-11 20:07:23,2026-06-11
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260611_200723.csv,2026-06-11 20:07:23,2026-06-11
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260611_200723.csv,2026-06-11 20:07:23,2026-06-11
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260611_200723.csv,2026-06-11 20:07:23,2026-06-11
TI 99952,,,650,2,14.06.2026,0,auction,carie_auktion_side_20260611_200723.csv,2026-06-11 20:07:23,2026-06-11
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260612_194926.csv,2026-06-12 19:49:26,2026-06-12
TI 116166,,,600,0,21.06.2026,0,auction,carie_auktion_side_20260612_194926.csv,2026-06-12 19:49:26,2026-06-12
TI 14407,,,950,2,14.06.2026,0,auction,carie_auktion_side_20260612_194926.csv,2026-06-12 19:49:26,2026-06-12
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260612_194926.csv,2026-06-12 19:49:26,2026-06-12
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260612_194926.csv,2026-06-12 19:49:26,2026-06-12
TI 498,,,9100,5,21.06.2026,0,auction,carie_auktion_side_20260612_194926.csv,2026-06-12 19:49:26,2026-06-12
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260612_194926.csv,2026-06-12 19:49:26,2026-06-12
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260612_194926.csv,2026-06-12 19:49:26,2026-06-12
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260612_194926.csv,2026-06-12 19:49:26,2026-06-12
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260612_194926.csv,2026-06-12 19:49:26,2026-06-12
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260612_194926.csv,2026-06-12 19:49:26,2026-06-12
TI 99952,,,650,2,14.06.2026,0,auction,carie_auktion_side_20260612_194926.csv,2026-06-12 19:49:26,2026-06-12
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260613_190426.csv,2026-06-13 19:04:26,2026-06-13
TI 116166,,,600,0,21.06.2026,0,auction,carie_auktion_side_20260613_190426.csv,2026-06-13 19:04:26,2026-06-13
TI 14407,,,950,2,14.06.2026,0,auction,carie_auktion_side_20260613_190426.csv,2026-06-13 19:04:26,2026-06-13
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260613_190426.csv,2026-06-13 19:04:26,2026-06-13
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260613_190426.csv,2026-06-13 19:04:26,2026-06-13
TI 498,,,9100,5,21.06.2026,0,auction,carie_auktion_side_20260613_190426.csv,2026-06-13 19:04:26,2026-06-13
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260613_190426.csv,2026-06-13 19:04:26,2026-06-13
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260613_190426.csv,2026-06-13 19:04:26,2026-06-13
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260613_190426.csv,2026-06-13 19:04:26,2026-06-13
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260613_190426.csv,2026-06-13 19:04:26,2026-06-13
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260613_190426.csv,2026-06-13 19:04:26,2026-06-13
TI 99952,,,650,2,14.06.2026,0,auction,carie_auktion_side_20260613_190426.csv,2026-06-13 19:04:26,2026-06-13
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260614_190519.csv,2026-06-14 19:05:19,2026-06-14
TI 116166,,,600,0,21.06.2026,0,auction,carie_auktion_side_20260614_190519.csv,2026-06-14 19:05:19,2026-06-14
TI 2964,,,1000,0,24.06.2026,0,auction,carie_auktion_side_20260614_190519.csv,2026-06-14 19:05:19,2026-06-14
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260614_190519.csv,2026-06-14 19:05:19,2026-06-14
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260614_190519.csv,2026-06-14 19:05:19,2026-06-14
TI 498,,,9100,5,21.06.2026,0,auction,carie_auktion_side_20260614_190519.csv,2026-06-14 19:05:19,2026-06-14
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260614_190519.csv,2026-06-14 19:05:19,2026-06-14
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260614_190519.csv,2026-06-14 19:05:19,2026-06-14
TI 67876,,,800,0,24.06.2026,0,auction,carie_auktion_side_20260614_190519.csv,2026-06-14 19:05:19,2026-06-14
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260614_190519.csv,2026-06-14 19:05:19,2026-06-14
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260614_190519.csv,2026-06-14 19:05:19,2026-06-14
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260614_190519.csv,2026-06-14 19:05:19,2026-06-14
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260615_204210.csv,2026-06-15 20:42:10,2026-06-15
TI 116166,,,600,0,21.06.2026,0,auction,carie_auktion_side_20260615_204210.csv,2026-06-15 20:42:10,2026-06-15
TI 2964,,,2500,1,24.06.2026,0,auction,carie_auktion_side_20260615_204210.csv,2026-06-15 20:42:10,2026-06-15
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260615_204210.csv,2026-06-15 20:42:10,2026-06-15
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260615_204210.csv,2026-06-15 20:42:10,2026-06-15
TI 498,,,9200,6,21.06.2026,0,auction,carie_auktion_side_20260615_204210.csv,2026-06-15 20:42:10,2026-06-15
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260615_204210.csv,2026-06-15 20:42:10,2026-06-15
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260615_204210.csv,2026-06-15 20:42:10,2026-06-15
TI 67876,,,800,0,24.06.2026,0,auction,carie_auktion_side_20260615_204210.csv,2026-06-15 20:42:10,2026-06-15
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260615_204210.csv,2026-06-15 20:42:10,2026-06-15
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260615_204210.csv,2026-06-15 20:42:10,2026-06-15
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260615_204210.csv,2026-06-15 20:42:10,2026-06-15
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260616_203418.csv,2026-06-16 20:34:18,2026-06-16
TI 116166,,,600,0,21.06.2026,0,auction,carie_auktion_side_20260616_203418.csv,2026-06-16 20:34:18,2026-06-16
TI 2964,,,3000,3,24.06.2026,0,auction,carie_auktion_side_20260616_203418.csv,2026-06-16 20:34:18,2026-06-16
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260616_203418.csv,2026-06-16 20:34:18,2026-06-16
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260616_203418.csv,2026-06-16 20:34:18,2026-06-16
TI 498,,,9500,8,21.06.2026,0,auction,carie_auktion_side_20260616_203418.csv,2026-06-16 20:34:18,2026-06-16
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260616_203418.csv,2026-06-16 20:34:18,2026-06-16
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260616_203418.csv,2026-06-16 20:34:18,2026-06-16
TI 67876,,,800,0,24.06.2026,0,auction,carie_auktion_side_20260616_203418.csv,2026-06-16 20:34:18,2026-06-16
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260616_203418.csv,2026-06-16 20:34:18,2026-06-16
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260616_203418.csv,2026-06-16 20:34:18,2026-06-16
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260616_203418.csv,2026-06-16 20:34:18,2026-06-16
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260617_195531.csv,2026-06-17 19:55:31,2026-06-17
TI 116166,,,600,0,21.06.2026,0,auction,carie_auktion_side_20260617_195531.csv,2026-06-17 19:55:31,2026-06-17
TI 2964,,,3200,5,24.06.2026,0,auction,carie_auktion_side_20260617_195531.csv,2026-06-17 19:55:31,2026-06-17
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260617_195531.csv,2026-06-17 19:55:31,2026-06-17
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260617_195531.csv,2026-06-17 19:55:31,2026-06-17
TI 498,,,11000,11,21.06.2026,0,auction,carie_auktion_side_20260617_195531.csv,2026-06-17 19:55:31,2026-06-17
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260617_195531.csv,2026-06-17 19:55:31,2026-06-17
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260617_195531.csv,2026-06-17 19:55:31,2026-06-17
TI 67876,,,850,1,24.06.2026,0,auction,carie_auktion_side_20260617_195531.csv,2026-06-17 19:55:31,2026-06-17
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260617_195531.csv,2026-06-17 19:55:31,2026-06-17
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260617_195531.csv,2026-06-17 19:55:31,2026-06-17
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260617_195531.csv,2026-06-17 19:55:31,2026-06-17
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260618_200624.csv,2026-06-18 20:06:24,2026-06-18
TI 116166,,,600,0,21.06.2026,0,auction,carie_auktion_side_20260618_200624.csv,2026-06-18 20:06:24,2026-06-18
TI 2964,,,3200,5,24.06.2026,0,auction,carie_auktion_side_20260618_200624.csv,2026-06-18 20:06:24,2026-06-18
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260618_200624.csv,2026-06-18 20:06:24,2026-06-18
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260618_200624.csv,2026-06-18 20:06:24,2026-06-18
TI 498,,,11100,12,21.06.2026,0,auction,carie_auktion_side_20260618_200624.csv,2026-06-18 20:06:24,2026-06-18
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260618_200624.csv,2026-06-18 20:06:24,2026-06-18
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260618_200624.csv,2026-06-18 20:06:24,2026-06-18
TI 67876,,,850,1,24.06.2026,0,auction,carie_auktion_side_20260618_200624.csv,2026-06-18 20:06:24,2026-06-18
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260618_200624.csv,2026-06-18 20:06:24,2026-06-18
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260618_200624.csv,2026-06-18 20:06:24,2026-06-18
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260618_200624.csv,2026-06-18 20:06:24,2026-06-18
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260619_192213.csv,2026-06-19 19:22:13,2026-06-19
TI 116166,,,600,0,21.06.2026,0,auction,carie_auktion_side_20260619_192213.csv,2026-06-19 19:22:13,2026-06-19
TI 2964,,,3200,5,24.06.2026,0,auction,carie_auktion_side_20260619_192213.csv,2026-06-19 19:22:13,2026-06-19
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260619_192213.csv,2026-06-19 19:22:13,2026-06-19
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260619_192213.csv,2026-06-19 19:22:13,2026-06-19
TI 498,,,11100,12,21.06.2026,0,auction,carie_auktion_side_20260619_192213.csv,2026-06-19 19:22:13,2026-06-19
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260619_192213.csv,2026-06-19 19:22:13,2026-06-19
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260619_192213.csv,2026-06-19 19:22:13,2026-06-19
TI 67876,,,850,1,24.06.2026,0,auction,carie_auktion_side_20260619_192213.csv,2026-06-19 19:22:13,2026-06-19
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260619_192213.csv,2026-06-19 19:22:13,2026-06-19
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260619_192213.csv,2026-06-19 19:22:13,2026-06-19
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260619_192213.csv,2026-06-19 19:22:13,2026-06-19
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260620_190558.csv,2026-06-20 19:05:58,2026-06-20
TI 116166,,,650,1,21.06.2026,0,auction,carie_auktion_side_20260620_190558.csv,2026-06-20 19:05:58,2026-06-20
TI 2964,,,3300,6,24.06.2026,0,auction,carie_auktion_side_20260620_190558.csv,2026-06-20 19:05:58,2026-06-20
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260620_190558.csv,2026-06-20 19:05:58,2026-06-20
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260620_190558.csv,2026-06-20 19:05:58,2026-06-20
TI 498,,,11100,12,21.06.2026,0,auction,carie_auktion_side_20260620_190558.csv,2026-06-20 19:05:58,2026-06-20
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260620_190558.csv,2026-06-20 19:05:58,2026-06-20
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260620_190558.csv,2026-06-20 19:05:58,2026-06-20
TI 67876,,,850,1,24.06.2026,0,auction,carie_auktion_side_20260620_190558.csv,2026-06-20 19:05:58,2026-06-20
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260620_190558.csv,2026-06-20 19:05:58,2026-06-20
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260620_190558.csv,2026-06-20 19:05:58,2026-06-20
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260620_190558.csv,2026-06-20 19:05:58,2026-06-20
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260621_191026.csv,2026-06-21 19:10:26,2026-06-21
TI 294444,,,600,0,01.07.2026,0,auction,carie_auktion_side_20260621_191026.csv,2026-06-21 19:10:26,2026-06-21
TI 2964,,,5600,21,24.06.2026,0,auction,carie_auktion_side_20260621_191026.csv,2026-06-21 19:10:26,2026-06-21
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260621_191026.csv,2026-06-21 19:10:26,2026-06-21
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260621_191026.csv,2026-06-21 19:10:26,2026-06-21
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260621_191026.csv,2026-06-21 19:10:26,2026-06-21
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260621_191026.csv,2026-06-21 19:10:26,2026-06-21
TI 67876,,,850,1,24.06.2026,0,auction,carie_auktion_side_20260621_191026.csv,2026-06-21 19:10:26,2026-06-21
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260621_191026.csv,2026-06-21 19:10:26,2026-06-21
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260621_191026.csv,2026-06-21 19:10:26,2026-06-21
TI 952,,,3200,1,01.07.2026,0,auction,carie_auktion_side_20260621_191026.csv,2026-06-21 19:10:26,2026-06-21
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260621_191026.csv,2026-06-21 19:10:26,2026-06-21
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260622_202938.csv,2026-06-22 20:29:38,2026-06-22
TI 294444,,,600,0,01.07.2026,0,auction,carie_auktion_side_20260622_202938.csv,2026-06-22 20:29:38,2026-06-22
TI 2964,,,5600,21,24.06.2026,0,auction,carie_auktion_side_20260622_202938.csv,2026-06-22 20:29:38,2026-06-22
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260622_202938.csv,2026-06-22 20:29:38,2026-06-22
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260622_202938.csv,2026-06-22 20:29:38,2026-06-22
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260622_202938.csv,2026-06-22 20:29:38,2026-06-22
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260622_202938.csv,2026-06-22 20:29:38,2026-06-22
TI 67876,,,1000,2,24.06.2026,0,auction,carie_auktion_side_20260622_202938.csv,2026-06-22 20:29:38,2026-06-22
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260622_202938.csv,2026-06-22 20:29:38,2026-06-22
TI 76628,400,,,,N/A,,fixed_price,carie_auktion_side_20260622_202938.csv,2026-06-22 20:29:38,2026-06-22
TI 952,,,7500,5,01.07.2026,0,auction,carie_auktion_side_20260622_202938.csv,2026-06-22 20:29:38,2026-06-22
TI 96829,350,,,,N/A,,fixed_price,carie_auktion_side_20260622_202938.csv,2026-06-22 20:29:38,2026-06-22
TI 111932,200,,,,N/A,,fixed_price,carie_auktion_side_20260623_194657.csv,2026-06-23 19:46:57,2026-06-23
TI 294444,,,600,0,01.07.2026,0,auction,carie_auktion_side_20260623_194657.csv,2026-06-23 19:46:57,2026-06-23
TI 2964,,,5600,21,24.06.2026,0,auction,carie_auktion_side_20260623_194657.csv,2026-06-23 19:46:57,2026-06-23
TI 43698,400,,,,N/A,,fixed_price,carie_auktion_side_20260623_194657.csv,2026-06-23 19:46:57,2026-06-23
TI 47896,400,,,,N/A,,fixed_price,carie_auktion_side_20260623_194657.csv,2026-06-23 19:46:57,2026-06-23
TI 59867,350,,,,N/A,,fixed_price,carie_auktion_side_20260623_194657.csv,2026-06-23 19:46:57,2026-06-23
TI 63846,400,,,,N/A,,fixed_price,carie_auktion_side_20260623_194657.csv,2026-06-23 19:46:57,2026-06-23
TI 67876,,,1200,5,24.06.2026,0,auction,carie_auktion_side_20260623_194657.csv,2026-06-23 19:46:57,2026-06-23
TI 72189,300,,,,N/A,,fixed_price,carie_auktion_side_20260623_194657.csv,2026-06-23 19:46:57,2026-06-23
